Color_Channel 	 Set_number 	 Precision 	 Recall 	 FScore 	 Error 
8 	 32 	 0.120032 	 0.109883 	 0.114734 	 93.098125 
8 	 33 	 0.290764 	 0.756730 	 0.420107 	 73.398633 
8 	 34 	 0.360169 	 0.826663 	 0.501736 	 66.511616 
8 	 35 	 0.167829 	 0.050209 	 0.077294 	 95.915368 
8 	 36 	 0.880801 	 0.879069 	 0.879934 	 21.439050 
8 	 37 	 0.736522 	 0.856590 	 0.792032 	 34.432757 
8 	 38 	 0.319867 	 0.386613 	 0.350087 	 77.963637 
8 	 39 	 0.470518 	 0.853080 	 0.606513 	 56.443116 
8 	 40 	 0.816540 	 0.868970 	 0.841939 	 27.297491 
8 	 41 	 0.029956 	 0.014379 	 0.019431 	 98.291429 
8 	 42 	 0.825679 	 0.907664 	 0.864733 	 23.830041 
8 	 43 	 0.469010 	 0.825316 	 0.598121 	 57.334380 
8 	 44 	 0.626383 	 0.906251 	 0.740764 	 41.173485 
8 	 45 	 0.761922 	 0.852733 	 0.804774 	 32.667609 
8 	 46 	 0.914493 	 0.270681 	 0.417721 	 73.579592 
8 	 47 	 0.946665 	 0.874047 	 0.908908 	 16.697419 
8 	 48 	 0.815909 	 0.518935 	 0.634387 	 53.534694 
8 	 49 	 0.884280 	 0.838360 	 0.860708 	 24.452357 
8 	 50 	 0.794320 	 0.840684 	 0.816845 	 30.946132 
8 	 51 	 0.819228 	 0.892925 	 0.854490 	 25.405238 
8 	 52 	 0.746086 	 0.870134 	 0.803350 	 32.866805 
9 	 1 	 0.371843 	 0.514991 	 0.431864 	 61.117991 
9 	 2 	 0.218432 	 0.690246 	 0.331848 	 79.949424 
9 	 3 	 0.891611 	 0.698380 	 0.783254 	 34.440702 
9 	 4 	 0.938328 	 0.704338 	 0.804668 	 18.338388 
9 	 5 	 0.966958 	 0.706273 	 0.816308 	 29.509721 
9 	 6 	 0.483550 	 0.835846 	 0.612664 	 55.786573 
9 	 7 	 1.000000 	 0.046374 	 0.088637 	 62.455415 
9 	 8 	 1.000000 	 0.060166 	 0.113502 	 52.626420 
9 	 9 	 1.000000 	 0.064797 	 0.121707 	 56.225278 
9 	 10 	 1.000000 	 0.051927 	 0.098728 	 75.604570 
9 	 11 	 0.876359 	 0.438589 	 0.584603 	 37.331922 
9 	 12 	 0.996358 	 0.059709 	 0.112666 	 75.506469 
9 	 13 	 0.998474 	 0.189921 	 0.319139 	 65.573514 
9 	 14 	 1.000000 	 0.049265 	 0.093904 	 76.478452 
9 	 15 	 0.970497 	 0.157375 	 0.270832 	 61.595918 
9 	 16 	 0.989528 	 0.264572 	 0.417512 	 63.493061 
9 	 17 	 0.697619 	 0.803819 	 0.746963 	 24.165380 
9 	 18 	 0.744827 	 0.819223 	 0.780256 	 29.097686 
9 	 19 	 0.815534 	 0.944165 	 0.875148 	 22.198806 
9 	 20 	 0.766099 	 0.628286 	 0.690382 	 28.334227 
9 	 21 	 0.543650 	 0.703638 	 0.613383 	 40.756992 
9 	 22 	 0.730514 	 0.789780 	 0.758992 	 23.719970 
9 	 23 	 0.585292 	 0.895192 	 0.707808 	 29.466709 
9 	 24 	 0.683923 	 0.886623 	 0.772193 	 28.069024 
9 	 25 	 0.942628 	 0.895717 	 0.918574 	 15.059012 
9 	 26 	 0.708207 	 0.960643 	 0.815333 	 31.176203 
9 	 27 	 0.751058 	 0.928435 	 0.830380 	 29.004281 
9 	 28 	 0.358429 	 0.846731 	 0.503656 	 66.340373 
9 	 29 	 0.635874 	 0.931035 	 0.755654 	 39.272947 
9 	 30 	 0.517229 	 0.920137 	 0.662213 	 50.498903 
9 	 31 	 0.654296 	 0.972434 	 0.782256 	 35.761924 
9 	 32 	 0.511911 	 0.861486 	 0.642209 	 52.701906 
9 	 33 	 0.894769 	 0.518706 	 0.656711 	 19.053149 
9 	 34 	 0.379030 	 0.896201 	 0.532746 	 63.682925 
9 	 35 	 0.961911 	 0.866746 	 0.911852 	 13.408123 
9 	 36 	 0.892450 	 0.987173 	 0.937425 	 11.778001 
9 	 37 	 0.759122 	 0.965706 	 0.850042 	 26.080534 
9 	 38 	 0.915971 	 0.728794 	 0.811732 	 18.361394 
9 	 39 	 0.490294 	 0.922529 	 0.640293 	 52.854384 
9 	 40 	 0.827143 	 0.934248 	 0.877439 	 21.835969 
9 	 41 	 0.948675 	 0.865285 	 0.905064 	 12.294694 
9 	 42 	 0.981964 	 0.755432 	 0.853930 	 21.688182 
9 	 43 	 0.495966 	 0.919426 	 0.644350 	 52.469257 
9 	 44 	 0.634997 	 0.939705 	 0.757871 	 38.976113 
9 	 45 	 0.776164 	 0.923940 	 0.843629 	 27.045072 
9 	 46 	 0.999370 	 0.611095 	 0.758427 	 37.957551 
9 	 47 	 0.994809 	 0.491430 	 0.657874 	 48.714542 
9 	 48 	 0.999052 	 0.317281 	 0.481610 	 61.130612 
9 	 49 	 0.872448 	 0.549201 	 0.674076 	 47.858596 
9 	 50 	 0.991405 	 0.034277 	 0.066264 	 79.295784 
9 	 51 	 0.997600 	 0.041718 	 0.080086 	 80.063060 
9 	 52 	 0.994594 	 0.061801 	 0.116371 	 72.410478 
10 	 7 	 1.000000 	 0.000553 	 0.001106 	 65.456313 
10 	 8 	 1.000000 	 0.006075 	 0.012077 	 55.655225 
10 	 11 	 NaN 	 0.000000 	 NaN 	 59.895004 
10 	 44 	 0.000000 	 0.000000 	 NaN 	 71.280234 
10 	 45 	 0.167954 	 0.019126 	 0.034342 	 84.932103 
10 	 46 	 0.838408 	 0.132791 	 0.229270 	 87.052245 
10 	 47 	 0.383671 	 0.030124 	 0.055863 	 97.047753 
10 	 48 	 0.767210 	 0.380680 	 0.508867 	 65.767347 
10 	 49 	 0.000000 	 0.000000 	 NaN 	 90.122923 
10 	 50 	 0.000000 	 0.000000 	 NaN 	 82.318899 
10 	 51 	 NaN 	 0.000000 	 NaN 	 83.539761 
10 	 52 	 NaN 	 0.000000 	 NaN 	 77.152675 
11 	 7 	 1.000000 	 0.000667 	 0.001332 	 65.448899 
11 	 8 	 1.000000 	 0.006384 	 0.012688 	 55.637927 
11 	 11 	 1.000000 	 0.012554 	 0.024796 	 59.143099 
11 	 44 	 0.000000 	 0.000000 	 NaN 	 72.022398 
11 	 45 	 0.078787 	 0.016954 	 0.027903 	 93.274709 
11 	 46 	 0.988536 	 0.955862 	 0.971925 	 5.384490 
11 	 47 	 0.547633 	 0.033239 	 0.062674 	 94.755661 
11 	 48 	 0.593363 	 0.162106 	 0.254644 	 84.934694 
11 	 49 	 0.000000 	 0.000000 	 NaN 	 90.659546 
11 	 50 	 0.000000 	 0.000000 	 NaN 	 84.431883 
11 	 51 	 0.000000 	 0.000000 	 NaN 	 83.554855 
11 	 52 	 0.000000 	 0.000000 	 NaN 	 77.184446 
12 	 7 	 NaN 	 0.000000 	 NaN 	 65.492557 
12 	 8 	 NaN 	 0.000000 	 NaN 	 55.995420 
12 	 11 	 NaN 	 0.000000 	 NaN 	 59.895004 
12 	 44 	 0.000000 	 0.000000 	 NaN 	 70.148682 
12 	 45 	 0.133647 	 0.020800 	 0.035998 	 87.965093 
12 	 46 	 0.204528 	 0.006505 	 0.012609 	 99.337143 
12 	 47 	 0.033554 	 0.001661 	 0.003165 	 99.707235 
12 	 48 	 0.264515 	 0.041263 	 0.071390 	 96.075918 
12 	 49 	 0.000000 	 0.000000 	 NaN 	 90.181417 
12 	 50 	 0.000000 	 0.000000 	 NaN 	 82.508159 
12 	 51 	 NaN 	 0.000000 	 NaN 	 83.539761 
12 	 52 	 NaN 	 0.000000 	 NaN 	 77.152675 
13 	 1 	 0.188181 	 0.270387 	 0.221915 	 85.524017 
13 	 2 	 0.106533 	 0.294247 	 0.156430 	 91.282647 
13 	 3 	 0.827457 	 0.496234 	 0.620405 	 54.108162 
13 	 4 	 0.145225 	 0.138627 	 0.141850 	 89.951188 
13 	 5 	 0.892337 	 0.639362 	 0.744959 	 40.642692 
13 	 6 	 0.132850 	 0.131108 	 0.131973 	 91.036239 
13 	 7 	 0.244371 	 0.142115 	 0.179716 	 84.965032 
13 	 8 	 0.187494 	 0.118478 	 0.145202 	 78.110559 
13 	 9 	 0.360603 	 0.316324 	 0.337015 	 74.824080 
13 	 10 	 0.449955 	 0.184364 	 0.261558 	 83.015946 
13 	 11 	 0.320841 	 0.303537 	 0.311949 	 80.198984 
13 	 12 	 0.484429 	 0.220318 	 0.302885 	 81.419573 
13 	 13 	 0.481150 	 0.214175 	 0.296409 	 82.276054 
13 	 14 	 0.237342 	 0.051013 	 0.083976 	 89.523842 
13 	 15 	 0.051627 	 0.019159 	 0.027947 	 96.877551 
13 	 16 	 0.032352 	 0.004765 	 0.008306 	 97.854694 
13 	 17 	 0.069820 	 0.088374 	 0.078009 	 92.695611 
13 	 18 	 0.004955 	 0.002845 	 0.003615 	 98.904772 
13 	 19 	 0.526932 	 0.237877 	 0.327782 	 80.398388 
13 	 20 	 0.110085 	 0.113024 	 0.111535 	 90.535421 
13 	 21 	 0.152616 	 0.206134 	 0.175383 	 89.067158 
13 	 22 	 0.102004 	 0.121144 	 0.110753 	 91.998557 
13 	 23 	 0.043070 	 0.062616 	 0.051036 	 92.836679 
13 	 24 	 0.224656 	 0.248890 	 0.236153 	 86.390572 
13 	 25 	 0.907302 	 0.533599 	 0.671989 	 49.398783 
13 	 26 	 0.255004 	 0.129849 	 0.172076 	 89.518941 
13 	 27 	 0.368354 	 0.178186 	 0.240185 	 86.207452 
13 	 28 	 0.059651 	 0.082069 	 0.069087 	 87.917637 
13 	 29 	 0.153219 	 0.093543 	 0.116165 	 92.843865 
13 	 30 	 0.131934 	 0.123318 	 0.127481 	 90.812115 
13 	 31 	 0.271871 	 0.187081 	 0.221644 	 86.799140 
13 	 32 	 0.074618 	 0.064246 	 0.069045 	 95.119886 
13 	 33 	 0.054017 	 0.094367 	 0.068706 	 89.881854 
13 	 34 	 0.107650 	 0.166601 	 0.130790 	 89.704536 
13 	 35 	 0.017965 	 0.004265 	 0.006894 	 98.327618 
13 	 36 	 0.419439 	 0.085790 	 0.142445 	 92.313466 
13 	 37 	 0.555887 	 0.382815 	 0.453396 	 70.652608 
13 	 38 	 0.176516 	 0.171369 	 0.173904 	 88.427883 
13 	 39 	 0.087507 	 0.075860 	 0.081268 	 87.460191 
13 	 40 	 0.789341 	 0.731075 	 0.759091 	 38.823529 
13 	 41 	 0.011773 	 0.005508 	 0.007505 	 98.670204 
13 	 42 	 0.043603 	 0.008376 	 0.014053 	 98.633841 
13 	 43 	 0.046991 	 0.045198 	 0.046077 	 96.746060 
13 	 44 	 0.161510 	 0.095889 	 0.120335 	 91.001672 
13 	 45 	 0.215730 	 0.070974 	 0.106808 	 93.729867 
13 	 46 	 0.122875 	 0.003207 	 0.006250 	 99.423673 
13 	 47 	 0.434663 	 0.036664 	 0.067624 	 96.357255 
13 	 48 	 0.332981 	 0.057416 	 0.097944 	 94.655510 
13 	 49 	 0.424849 	 0.079004 	 0.133233 	 92.632248 
13 	 50 	 0.208912 	 0.052128 	 0.083437 	 94.009286 
13 	 51 	 0.248286 	 0.061804 	 0.098971 	 94.008436 
13 	 52 	 0.192357 	 0.059948 	 0.091409 	 91.946960 
14 	 1 	 0.398616 	 0.806669 	 0.533569 	 63.614444 
14 	 2 	 0.181903 	 0.550040 	 0.273393 	 84.097504 
14 	 3 	 0.876347 	 0.855904 	 0.866005 	 23.600623 
14 	 4 	 0.402717 	 0.575361 	 0.473802 	 68.535399 
14 	 5 	 0.898676 	 0.684187 	 0.776899 	 36.481214 
14 	 6 	 0.451814 	 0.736582 	 0.560079 	 61.077989 
14 	 7 	 0.631941 	 0.904649 	 0.744095 	 40.752243 
14 	 8 	 0.532387 	 0.894717 	 0.667556 	 49.899918 
14 	 9 	 0.562419 	 0.852552 	 0.677740 	 48.743786 
14 	 10 	 0.779085 	 0.895726 	 0.833344 	 28.569874 
14 	 11 	 0.575009 	 0.905946 	 0.703501 	 45.738357 
14 	 12 	 0.772000 	 0.830938 	 0.800385 	 33.274598 
14 	 13 	 0.761275 	 0.751850 	 0.756533 	 39.157829 
14 	 14 	 0.430151 	 0.151794 	 0.224401 	 84.406938 
14 	 15 	 0.649275 	 0.693762 	 0.670782 	 49.499592 
14 	 16 	 0.832406 	 0.808056 	 0.820050 	 30.501224 
14 	 17 	 0.407223 	 0.860681 	 0.552864 	 61.775265 
14 	 18 	 0.011450 	 0.006612 	 0.008383 	 98.640999 
14 	 19 	 0.807761 	 0.897352 	 0.850203 	 26.056243 
14 	 20 	 0.192346 	 0.227316 	 0.208374 	 86.840782 
14 	 21 	 0.424838 	 0.868731 	 0.570623 	 60.072852 
14 	 22 	 0.438340 	 0.869278 	 0.582799 	 58.857033 
14 	 23 	 0.083172 	 0.132165 	 0.102095 	 92.683376 
14 	 24 	 0.503615 	 0.876316 	 0.639635 	 52.980640 
14 	 25 	 0.935800 	 0.794656 	 0.859472 	 24.642641 
14 	 26 	 0.656471 	 0.756360 	 0.702884 	 45.811787 
14 	 27 	 0.739798 	 0.874942 	 0.801715 	 33.094824 
14 	 28 	 0.326640 	 0.734981 	 0.452278 	 70.764181 
14 	 29 	 0.623354 	 0.882368 	 0.730584 	 42.447284 
14 	 30 	 0.343067 	 0.444458 	 0.387236 	 75.671859 
14 	 31 	 0.613832 	 0.816703 	 0.700883 	 46.049331 
14 	 32 	 0.125771 	 0.116202 	 0.120797 	 92.869059 
14 	 33 	 0.286311 	 0.740587 	 0.412968 	 73.974217 
14 	 34 	 0.198377 	 0.356292 	 0.254855 	 84.398956 
14 	 35 	 0.094285 	 0.025665 	 0.040347 	 97.685735 
14 	 36 	 0.879420 	 0.867636 	 0.873488 	 22.460851 
14 	 37 	 0.735534 	 0.852242 	 0.789599 	 34.765555 
14 	 38 	 0.304337 	 0.362393 	 0.330837 	 79.622080 
14 	 39 	 0.286174 	 0.370496 	 0.322922 	 79.223980 
14 	 40 	 0.816422 	 0.868284 	 0.841555 	 27.354839 
14 	 41 	 0.025757 	 0.012294 	 0.016644 	 98.391020 
14 	 42 	 0.827164 	 0.917104 	 0.869815 	 23.037801 
14 	 43 	 0.088804 	 0.090396 	 0.089593 	 94.972734 
14 	 44 	 0.626165 	 0.905405 	 0.740329 	 41.228399 
14 	 45 	 0.765589 	 0.870238 	 0.814566 	 31.285402 
14 	 46 	 0.920344 	 0.293387 	 0.444937 	 71.373878 
14 	 47 	 0.945923 	 0.861381 	 0.901675 	 17.904560 
14 	 48 	 0.814443 	 0.514630 	 0.630721 	 53.934694 
14 	 49 	 0.884576 	 0.840787 	 0.862126 	 24.233639 
14 	 50 	 0.795500 	 0.847068 	 0.820475 	 30.427980 
14 	 51 	 0.819673 	 0.895615 	 0.855963 	 25.180502 
14 	 52 	 0.747223 	 0.875379 	 0.806240 	 32.462147 
15 	 1 	 0.909238 	 0.819651 	 0.862123 	 11.825347 
15 	 2 	 0.866435 	 0.926900 	 0.895648 	 6.212586 
15 	 3 	 0.935301 	 0.573046 	 0.710673 	 41.575736 
15 	 4 	 0.894815 	 0.936491 	 0.915178 	 9.309496 
15 	 5 	 0.975705 	 0.996155 	 0.985824 	 2.659760 
15 	 6 	 0.900736 	 0.929162 	 0.914728 	 9.144122 
15 	 7 	 0.888057 	 0.879066 	 0.883539 	 15.177476 
15 	 8 	 0.731706 	 0.894453 	 0.804935 	 24.274924 
15 	 9 	 0.751642 	 0.794390 	 0.772425 	 28.142202 
15 	 10 	 0.949962 	 0.874827 	 0.910847 	 13.656720 
15 	 11 	 0.915304 	 0.747851 	 0.823148 	 19.247248 
15 	 12 	 0.949590 	 0.969891 	 0.959633 	 6.550754 
15 	 13 	 0.978039 	 0.961152 	 0.969522 	 4.889837 
15 	 14 	 0.895443 	 0.973389 	 0.932791 	 11.283409 
15 	 15 	 0.950208 	 0.990813 	 0.970086 	 4.441633 
15 	 16 	 0.975977 	 0.997959 	 0.986846 	 2.288163 
15 	 17 	 0.878550 	 0.944367 	 0.910270 	 8.261475 
15 	 18 	 0.983984 	 0.997649 	 0.990769 	 1.172230 
15 	 19 	 0.998514 	 0.845272 	 0.915524 	 12.853626 
15 	 20 	 0.884678 	 0.935219 	 0.909247 	 9.386630 
15 	 21 	 0.920875 	 0.891876 	 0.906144 	 8.489365 
15 	 22 	 0.915639 	 0.923500 	 0.919553 	 7.641592 
15 	 23 	 0.858440 	 0.957682 	 0.905349 	 7.983447 
15 	 24 	 0.976484 	 0.861193 	 0.915222 	 8.560606 
15 	 25 	 0.997209 	 0.954815 	 0.975551 	 4.538356 
15 	 26 	 0.968311 	 0.926741 	 0.947070 	 7.421382 
15 	 27 	 0.989110 	 0.915320 	 0.950785 	 7.245984 
15 	 28 	 0.733208 	 0.964653 	 0.833156 	 15.358142 
15 	 29 	 0.965181 	 0.954789 	 0.959957 	 5.195515 
15 	 30 	 0.885153 	 0.951888 	 0.917309 	 9.232438 
15 	 31 	 0.933287 	 0.931557 	 0.932421 	 8.920148 
15 	 32 	 0.957191 	 0.960258 	 0.958722 	 4.539834 
15 	 33 	 0.725577 	 0.956673 	 0.825252 	 14.234744 
15 	 34 	 0.853840 	 0.893341 	 0.873144 	 10.515445 
15 	 35 	 0.977027 	 0.997924 	 0.987365 	 2.043562 
15 	 36 	 0.998546 	 0.963514 	 0.980717 	 3.386101 
15 	 37 	 0.995658 	 0.775801 	 0.872086 	 17.420133 
15 	 38 	 0.901636 	 0.909897 	 0.905748 	 10.285205 
15 	 39 	 0.787691 	 0.965135 	 0.867431 	 15.042689 
15 	 40 	 0.978284 	 0.954952 	 0.966477 	 5.542484 
15 	 41 	 0.982854 	 0.996252 	 0.989507 	 1.431020 
15 	 42 	 0.984065 	 0.995615 	 0.989806 	 1.720930 
15 	 43 	 0.971134 	 0.967447 	 0.969287 	 3.169456 
15 	 44 	 0.936820 	 0.943256 	 0.940027 	 7.812695 
15 	 45 	 0.981996 	 0.979655 	 0.980824 	 3.024624 
15 	 46 	 0.997087 	 0.997095 	 0.997091 	 0.567347 
15 	 47 	 0.997137 	 0.976828 	 0.986878 	 2.475787 
15 	 48 	 0.995911 	 0.959695 	 0.977467 	 3.960000 
15 	 49 	 0.994427 	 0.946725 	 0.969990 	 5.278908 
15 	 50 	 0.969862 	 0.964903 	 0.967376 	 5.342182 
15 	 51 	 0.986463 	 0.950914 	 0.968363 	 5.190732 
15 	 52 	 0.943065 	 0.958864 	 0.950899 	 7.640021 
16 	 1 	 0.406372 	 0.833070 	 0.546272 	 62.421166 
16 	 2 	 0.212906 	 0.668857 	 0.322998 	 80.649200 
16 	 3 	 0.875426 	 0.846930 	 0.860943 	 24.378032 
16 	 4 	 0.499251 	 0.856203 	 0.630726 	 53.765889 
16 	 5 	 0.906193 	 0.745187 	 0.817841 	 30.818017 
16 	 6 	 0.471106 	 0.795318 	 0.591712 	 57.934202 
16 	 7 	 0.630994 	 0.900976 	 0.742196 	 40.992776 
16 	 8 	 0.532501 	 0.895129 	 0.667760 	 49.876854 
16 	 9 	 0.564187 	 0.858702 	 0.680965 	 48.374041 
16 	 10 	 0.779745 	 0.899169 	 0.835209 	 28.295317 
16 	 11 	 0.568024 	 0.880471 	 0.690549 	 47.264183 
16 	 12 	 0.966932 	 0.726521 	 0.829661 	 23.950312 
16 	 13 	 0.984118 	 0.665304 	 0.793900 	 27.951708 
16 	 14 	 0.904234 	 0.789924 	 0.843223 	 23.628492 
16 	 15 	 0.954940 	 0.678803 	 0.793535 	 25.675102 
16 	 16 	 0.991140 	 0.691246 	 0.814464 	 27.086531 
16 	 17 	 0.405867 	 0.855766 	 0.550599 	 61.987485 
16 	 18 	 0.978372 	 0.879694 	 0.926413 	 8.812615 
16 	 19 	 0.805363 	 0.883665 	 0.842699 	 27.184139 
16 	 20 	 0.472279 	 0.884958 	 0.615879 	 55.502565 
16 	 21 	 0.427782 	 0.878936 	 0.575477 	 59.584659 
16 	 22 	 0.437058 	 0.864666 	 0.580629 	 59.069252 
16 	 23 	 0.370533 	 0.887817 	 0.522852 	 64.603927 
16 	 24 	 0.498766 	 0.859483 	 0.631226 	 53.883838 
16 	 25 	 0.936139 	 0.799174 	 0.862251 	 24.214236 
16 	 26 	 0.670213 	 0.804321 	 0.731168 	 42.373966 
16 	 27 	 0.740047 	 0.876073 	 0.802335 	 33.008351 
16 	 28 	 0.338270 	 0.773677 	 0.470727 	 69.159786 
16 	 29 	 0.618217 	 0.863322 	 0.720495 	 43.689598 
16 	 30 	 0.508583 	 0.888854 	 0.646979 	 52.182648 
16 	 31 	 0.621887 	 0.845047 	 0.716493 	 44.176948 
16 	 32 	 0.496731 	 0.810724 	 0.616023 	 55.488883 
16 	 33 	 0.312968 	 0.840918 	 0.456164 	 70.446666 
16 	 34 	 0.368199 	 0.855183 	 0.514766 	 65.310955 
16 	 35 	 0.988440 	 0.830609 	 0.902678 	 14.330673 
16 	 36 	 0.881790 	 0.887420 	 0.884596 	 20.692743 
16 	 37 	 0.734185 	 0.846364 	 0.786294 	 35.215512 
16 	 38 	 0.515450 	 0.894018 	 0.653894 	 51.402490 
16 	 39 	 0.478497 	 0.879342 	 0.619753 	 55.021853 
16 	 40 	 0.817236 	 0.873022 	 0.844208 	 26.958465 
16 	 41 	 0.992424 	 0.843096 	 0.911686 	 11.062857 
16 	 42 	 0.826776 	 0.914621 	 0.868483 	 23.246198 
16 	 43 	 0.467907 	 0.821668 	 0.596265 	 57.522977 
16 	 44 	 0.624215 	 0.897330 	 0.736261 	 41.730108 
16 	 45 	 0.763963 	 0.862408 	 0.810206 	 31.903714 
16 	 46 	 0.999670 	 0.685164 	 0.813063 	 30.720000 
16 	 47 	 0.947813 	 0.894362 	 0.920312 	 14.761237 
16 	 48 	 0.989142 	 0.491080 	 0.656317 	 46.031020 
16 	 49 	 0.884357 	 0.838990 	 0.861077 	 24.395558 
16 	 50 	 0.794979 	 0.843963 	 0.818739 	 30.674439 
16 	 51 	 0.818505 	 0.888589 	 0.852109 	 25.767499 
16 	 52 	 0.745272 	 0.866407 	 0.801287 	 33.154414 
