alpha_value 	 Set_number 	 Precision 	 Recall 	 FScore 	 Error 	 sky_Error 	 cloud_Error 
0.220000 	 39 	 0.690781 	 0.990648 	 0.813976 	 23.089172 	 22.612312 	 0.476860 
0.220000 	 40 	 0.957403 	 0.973963 	 0.965612 	 5.803922 	 3.625553 	 2.178368 
0.220000 	 41 	 0.979888 	 0.997119 	 0.988429 	 1.581224 	 1.386122 	 0.195102 
0.220000 	 42 	 0.976165 	 0.997290 	 0.986615 	 2.270867 	 2.043449 	 0.227417 
0.220000 	 43 	 0.904612 	 0.989716 	 0.945252 	 5.926729 	 5.395073 	 0.531656 
0.220000 	 44 	 0.890623 	 0.985260 	 0.935554 	 8.811122 	 7.854296 	 0.956826 
0.220000 	 45 	 0.964762 	 0.991025 	 0.977717 	 3.566797 	 2.858123 	 0.708674 
0.220000 	 46 	 0.997311 	 0.996768 	 0.997040 	 0.577143 	 0.262041 	 0.315102 
0.220000 	 47 	 0.995530 	 0.983058 	 0.989254 	 2.035411 	 0.420695 	 1.614715 
0.220000 	 48 	 0.994746 	 0.965277 	 0.979790 	 3.564082 	 0.456327 	 3.107755 
0.220000 	 49 	 0.991648 	 0.961730 	 0.976460 	 4.178535 	 0.729908 	 3.448627 
0.220000 	 50 	 0.955509 	 0.981985 	 0.968566 	 5.231991 	 3.753238 	 1.478752 
0.220000 	 51 	 0.977603 	 0.970940 	 0.974260 	 4.285918 	 1.858265 	 2.427653 
0.220000 	 52 	 0.915828 	 0.981101 	 0.947341 	 8.415059 	 6.956951 	 1.458109 
0.230000 	 1 	 0.763880 	 0.913853 	 0.832163 	 16.627164 	 12.741424 	 3.885741 
0.230000 	 2 	 0.595003 	 0.989940 	 0.743266 	 19.670840 	 19.381477 	 0.289362 
0.230000 	 3 	 0.916146 	 0.661901 	 0.768542 	 35.524463 	 5.398216 	 30.126247 
0.230000 	 4 	 0.800954 	 0.988642 	 0.884956 	 13.784876 	 13.175781 	 0.609095 
0.230000 	 5 	 0.970610 	 0.997237 	 0.983743 	 3.059886 	 2.803374 	 0.256512 
0.230000 	 6 	 0.775552 	 0.972143 	 0.862791 	 16.320975 	 14.850534 	 1.470441 
0.230000 	 7 	 0.790946 	 0.936558 	 0.857615 	 20.367060 	 16.212097 	 4.154963 
0.230000 	 8 	 0.660452 	 0.927551 	 0.771539 	 30.759219 	 26.702416 	 4.056803 
0.230000 	 9 	 0.671218 	 0.885158 	 0.763484 	 32.971361 	 26.066970 	 6.904391 
0.230000 	 10 	 0.908914 	 0.950015 	 0.929010 	 11.578287 	 7.592182 	 3.986105 
0.230000 	 11 	 0.770519 	 0.809319 	 0.789442 	 25.857748 	 14.436918 	 11.420830 
0.230000 	 12 	 0.929919 	 0.981192 	 0.954868 	 7.446384 	 5.936469 	 1.509915 
0.230000 	 13 	 0.969494 	 0.975214 	 0.972345 	 4.488710 	 2.483074 	 2.005635 
0.230000 	 14 	 0.876167 	 0.991852 	 0.930427 	 11.931970 	 11.276509 	 0.655461 
0.230000 	 15 	 0.938239 	 0.993295 	 0.964983 	 5.240000 	 4.752653 	 0.487347 
0.230000 	 16 	 0.975968 	 0.997950 	 0.986837 	 2.289796 	 2.113469 	 0.176327 
0.230000 	 17 	 0.707989 	 0.987732 	 0.824786 	 18.621662 	 18.077272 	 0.544390 
0.230000 	 18 	 0.973561 	 0.998779 	 0.986009 	 1.787426 	 1.710424 	 0.077002 
0.230000 	 19 	 0.978650 	 0.924707 	 0.950914 	 7.866608 	 1.662339 	 6.204269 
0.230000 	 20 	 0.800066 	 0.973011 	 0.878104 	 13.582492 	 12.225500 	 1.356992 
0.230000 	 21 	 0.786281 	 0.972190 	 0.869408 	 13.419863 	 12.142020 	 1.277843 
0.230000 	 22 	 0.753814 	 0.986768 	 0.854702 	 15.866159 	 15.240404 	 0.625755 
0.230000 	 23 	 0.740433 	 0.983884 	 0.844973 	 14.393660 	 13.751131 	 0.642529 
0.230000 	 24 	 0.906087 	 0.961596 	 0.933017 	 7.408249 	 5.347643 	 2.060606 
0.230000 	 25 	 0.995553 	 0.962905 	 0.978957 	 3.925618 	 0.407923 	 3.517695 
0.230000 	 26 	 0.941793 	 0.966415 	 0.953945 	 6.685307 	 4.279169 	 2.406138 
0.230000 	 27 	 0.965945 	 0.961939 	 0.963938 	 5.503794 	 2.593362 	 2.910432 
0.230000 	 28 	 0.638900 	 0.985402 	 0.775193 	 22.719432 	 22.139137 	 0.580295 
0.230000 	 29 	 0.924543 	 0.983881 	 0.953289 	 6.288954 	 5.237571 	 1.051383 
0.230000 	 30 	 0.742181 	 0.986718 	 0.847156 	 19.154177 	 18.439657 	 0.714520 
0.230000 	 31 	 0.860663 	 0.979056 	 0.916050 	 11.854148 	 10.470621 	 1.383526 
0.230000 	 32 	 0.926062 	 0.973939 	 0.949397 	 5.700105 	 4.269269 	 1.430836 
0.230000 	 33 	 0.576659 	 0.992455 	 0.729467 	 25.863375 	 25.598304 	 0.265071 
0.230000 	 34 	 0.689990 	 0.973325 	 0.807525 	 18.795812 	 17.715216 	 1.080595 
0.230000 	 35 	 0.966161 	 0.999751 	 0.982669 	 2.821626 	 2.801697 	 0.019929 
0.230000 	 36 	 0.990357 	 0.989044 	 0.989700 	 1.839753 	 0.860598 	 0.979155 
0.230000 	 37 	 0.969738 	 0.912346 	 0.940167 	 8.888776 	 2.179321 	 6.709455 
0.230000 	 38 	 0.794468 	 0.973969 	 0.875109 	 15.099145 	 13.685308 	 1.413837 
0.230000 	 39 	 0.692812 	 0.990349 	 0.815282 	 22.883351 	 22.391245 	 0.492106 
0.230000 	 40 	 0.958268 	 0.973308 	 0.965730 	 5.779464 	 3.546279 	 2.233186 
0.230000 	 41 	 0.980490 	 0.996999 	 0.988675 	 1.546939 	 1.343673 	 0.203265 
0.230000 	 42 	 0.977010 	 0.997152 	 0.986979 	 2.208017 	 1.969022 	 0.238995 
0.230000 	 43 	 0.906729 	 0.989187 	 0.946165 	 5.819203 	 5.260238 	 0.558964 
0.230000 	 44 	 0.892702 	 0.984516 	 0.936364 	 8.686319 	 7.681235 	 1.005084 
0.230000 	 45 	 0.965262 	 0.990771 	 0.977850 	 3.544206 	 2.815452 	 0.728754 
0.230000 	 46 	 0.997394 	 0.996651 	 0.997023 	 0.580408 	 0.253878 	 0.326531 
0.230000 	 47 	 0.995692 	 0.982326 	 0.988964 	 2.089535 	 0.405114 	 1.684421 
0.230000 	 48 	 0.994874 	 0.964866 	 0.979641 	 3.589388 	 0.444898 	 3.144490 
0.230000 	 49 	 0.991986 	 0.960742 	 0.976114 	 4.237030 	 0.699390 	 3.537640 
0.230000 	 50 	 0.956294 	 0.981165 	 0.968570 	 5.226944 	 3.680899 	 1.546045 
0.230000 	 51 	 0.978216 	 0.970017 	 0.974099 	 4.309398 	 1.804597 	 2.504801 
0.230000 	 52 	 0.917368 	 0.980375 	 0.947826 	 8.327272 	 6.813146 	 1.514125 
0.240000 	 1 	 0.774065 	 0.912344 	 0.837535 	 15.965325 	 12.011515 	 3.953811 
0.240000 	 2 	 0.607106 	 0.989565 	 0.752529 	 18.720670 	 18.420529 	 0.300141 
0.240000 	 3 	 0.916189 	 0.659544 	 0.766966 	 35.712227 	 5.375981 	 30.336246 
0.240000 	 4 	 0.808029 	 0.988235 	 0.889092 	 13.221988 	 12.591049 	 0.630939 
0.240000 	 5 	 0.971047 	 0.997139 	 0.983920 	 3.025850 	 2.760207 	 0.265644 
0.240000 	 6 	 NaN 	 0.000000 	 NaN 	 52.784736 	 0.000000 	 52.784736 
0.240000 	 7 	 0.792300 	 0.934873 	 0.857702 	 20.315988 	 16.050644 	 4.265344 
0.240000 	 8 	 0.662402 	 0.926977 	 0.772669 	 30.543406 	 26.454477 	 4.088928 
0.240000 	 9 	 0.672840 	 0.883635 	 0.763963 	 32.827294 	 25.831300 	 6.995994 
0.240000 	 10 	 0.909882 	 0.949059 	 0.929058 	 11.558197 	 7.495919 	 4.062278 
0.240000 	 11 	 0.773324 	 0.807948 	 0.790257 	 25.687553 	 14.184589 	 11.502964 
0.240000 	 12 	 0.931057 	 0.980586 	 0.955180 	 7.387973 	 5.829383 	 1.558591 
0.240000 	 13 	 0.970106 	 0.973860 	 0.971980 	 4.543498 	 2.428286 	 2.115212 
0.240000 	 14 	 0.876708 	 0.991251 	 0.930468 	 11.917308 	 11.213551 	 0.703758 
0.240000 	 15 	 0.940331 	 0.992891 	 0.965897 	 5.096327 	 4.579592 	 0.516735 
0.240000 	 16 	 0.976245 	 0.997770 	 0.986890 	 2.280000 	 2.088163 	 0.191837 
0.240000 	 17 	 0.711979 	 0.987108 	 0.827268 	 18.291169 	 17.719098 	 0.572071 
0.240000 	 18 	 0.973942 	 0.998753 	 0.986192 	 1.763670 	 1.685030 	 0.078640 
0.240000 	 19 	 0.979724 	 0.923858 	 0.950971 	 7.849749 	 1.575513 	 6.274235 
0.240000 	 20 	 0.803183 	 0.972544 	 0.879787 	 13.362893 	 11.982432 	 1.380461 
0.240000 	 21 	 0.790159 	 0.971643 	 0.871554 	 13.159437 	 11.856473 	 1.302964 
0.240000 	 22 	 0.757792 	 0.985793 	 0.856885 	 15.572574 	 14.900684 	 0.671890 
0.240000 	 23 	 0.743784 	 0.983632 	 0.847056 	 14.161612 	 13.509031 	 0.652582 
0.240000 	 24 	 0.909253 	 0.959949 	 0.933913 	 7.289562 	 5.140572 	 2.148990 
0.240000 	 25 	 0.995671 	 0.962509 	 0.978809 	 3.952073 	 0.396829 	 3.555245 
0.240000 	 26 	 0.942962 	 0.965287 	 0.953994 	 6.670148 	 4.183160 	 2.486988 
0.240000 	 27 	 0.966884 	 0.960731 	 0.963798 	 5.519054 	 2.516214 	 3.002840 
0.240000 	 28 	 0.641553 	 0.985128 	 0.777057 	 22.470734 	 21.879553 	 0.591181 
0.240000 	 29 	 0.926730 	 0.983184 	 0.954123 	 6.166993 	 5.070190 	 1.096803 
0.240000 	 30 	 0.745668 	 0.986484 	 0.849336 	 18.828019 	 18.100890 	 0.727129 
0.240000 	 31 	 0.863794 	 0.977916 	 0.917319 	 11.645249 	 10.186382 	 1.458867 
0.240000 	 32 	 0.928653 	 0.973364 	 0.950483 	 5.568143 	 4.105769 	 1.462374 
0.240000 	 33 	 0.580706 	 0.991785 	 0.732514 	 25.448517 	 25.159884 	 0.288633 
0.240000 	 34 	 0.694582 	 0.972475 	 0.810366 	 18.437293 	 17.322273 	 1.115020 
0.240000 	 35 	 0.966616 	 0.999730 	 0.982894 	 2.784259 	 2.762670 	 0.021590 
0.240000 	 36 	 0.990838 	 0.988738 	 0.989787 	 1.823547 	 0.817099 	 1.006448 
0.240000 	 37 	 0.970781 	 0.910183 	 0.939506 	 8.971975 	 2.096970 	 6.875005 
0.240000 	 38 	 0.797858 	 0.973025 	 0.876778 	 14.854539 	 13.389427 	 1.465112 
0.240000 	 39 	 0.694880 	 0.990050 	 0.816611 	 22.674990 	 22.167638 	 0.507352 
0.240000 	 40 	 0.959222 	 0.972411 	 0.965772 	 5.766814 	 3.458571 	 2.308244 
0.240000 	 41 	 0.980999 	 0.996866 	 0.988869 	 1.520000 	 1.307755 	 0.212245 
0.240000 	 42 	 0.977764 	 0.997073 	 0.987324 	 2.148475 	 1.902864 	 0.245611 
0.240000 	 43 	 0.909368 	 0.988989 	 0.947509 	 5.664741 	 5.095536 	 0.569205 
0.240000 	 44 	 0.894809 	 0.983055 	 0.936859 	 8.601453 	 7.501518 	 1.099934 
0.240000 	 45 	 0.965783 	 0.990273 	 0.977875 	 3.538350 	 2.770271 	 0.768079 
0.240000 	 46 	 0.997453 	 0.996626 	 0.997039 	 0.577143 	 0.248163 	 0.328980 
0.240000 	 47 	 0.995786 	 0.982017 	 0.988853 	 2.110037 	 0.396093 	 1.713944 
0.240000 	 48 	 0.994945 	 0.964100 	 0.979280 	 3.651429 	 0.438367 	 3.213061 
0.240000 	 49 	 0.992278 	 0.959830 	 0.975784 	 4.292981 	 0.673110 	 3.619871 
0.240000 	 50 	 0.956803 	 0.980540 	 0.968526 	 5.231150 	 3.633794 	 1.597355 
0.240000 	 51 	 0.978864 	 0.969274 	 0.974045 	 4.315268 	 1.748413 	 2.566855 
0.240000 	 52 	 0.918618 	 0.979541 	 0.948102 	 8.273763 	 6.695260 	 1.578503 
0.250000 	 1 	 0.775969 	 0.911780 	 0.838410 	 15.852968 	 11.873734 	 3.979234 
0.250000 	 2 	 0.611910 	 0.989565 	 0.756209 	 18.352541 	 18.052400 	 0.300141 
0.250000 	 3 	 0.916031 	 0.657677 	 0.765647 	 35.874462 	 5.371863 	 30.502598 
0.250000 	 4 	 0.814100 	 0.986668 	 0.892115 	 12.797722 	 12.082770 	 0.714952 
0.250000 	 5 	 0.972004 	 0.996844 	 0.984267 	 2.958609 	 2.665571 	 0.293038 
0.250000 	 6 	 0.786402 	 0.971051 	 0.869027 	 15.450067 	 13.922011 	 1.528056 
0.250000 	 7 	 0.793643 	 0.934043 	 0.858138 	 20.225376 	 15.905665 	 4.319711 
0.250000 	 8 	 0.664085 	 0.925992 	 0.773469 	 30.372073 	 26.227955 	 4.144117 
0.250000 	 9 	 0.673665 	 0.881806 	 0.763810 	 32.787322 	 25.681404 	 7.105918 
0.250000 	 10 	 0.911399 	 0.947474 	 0.929086 	 11.533922 	 7.345248 	 4.188675 
0.250000 	 11 	 0.775560 	 0.806972 	 0.790955 	 25.548688 	 13.987299 	 11.561389 
0.250000 	 12 	 0.931940 	 0.980307 	 0.955512 	 7.328589 	 5.747608 	 1.580981 
0.250000 	 13 	 0.970436 	 0.973146 	 0.971789 	 4.571870 	 2.398936 	 2.172935 
0.250000 	 14 	 0.877272 	 0.990319 	 0.930374 	 11.923346 	 11.144555 	 0.778791 
0.250000 	 15 	 0.942926 	 0.992475 	 0.967067 	 4.913469 	 4.366531 	 0.546939 
0.250000 	 16 	 0.976523 	 0.997646 	 0.986972 	 2.265306 	 2.062857 	 0.202449 
0.250000 	 17 	 0.715361 	 0.986427 	 0.829306 	 18.018555 	 17.416286 	 0.602268 
0.250000 	 18 	 0.974312 	 0.998714 	 0.986362 	 1.741552 	 1.660455 	 0.081098 
0.250000 	 19 	 0.980443 	 0.923152 	 0.950936 	 7.849749 	 1.517348 	 6.332400 
0.250000 	 20 	 0.805557 	 0.971994 	 0.880983 	 13.204479 	 11.796359 	 1.408120 
0.250000 	 21 	 0.794257 	 0.970805 	 0.873701 	 12.896500 	 11.555016 	 1.341484 
0.250000 	 22 	 0.761475 	 0.985207 	 0.859012 	 15.294088 	 14.594518 	 0.699571 
0.250000 	 23 	 0.746510 	 0.983190 	 0.848657 	 13.980665 	 13.310492 	 0.670174 
0.250000 	 24 	 0.912386 	 0.958160 	 0.934713 	 7.181818 	 4.936869 	 2.244949 
0.250000 	 25 	 0.995716 	 0.962104 	 0.978622 	 3.986209 	 0.392562 	 3.593647 
0.250000 	 26 	 0.944140 	 0.964229 	 0.954079 	 6.649935 	 4.087150 	 2.562785 
0.250000 	 27 	 0.967812 	 0.959389 	 0.963582 	 5.545335 	 2.439914 	 3.105422 
0.250000 	 28 	 0.644367 	 0.984875 	 0.779039 	 22.208638 	 21.607409 	 0.601229 
0.250000 	 29 	 0.928787 	 0.982217 	 0.954755 	 6.071948 	 4.912062 	 1.159886 
0.250000 	 30 	 0.749160 	 0.986187 	 0.851486 	 18.506906 	 17.763805 	 0.743101 
0.250000 	 31 	 0.866221 	 0.976386 	 0.918011 	 11.521108 	 9.961217 	 1.559891 
0.250000 	 32 	 0.930512 	 0.972866 	 0.951218 	 5.478508 	 3.988746 	 1.489763 
0.250000 	 33 	 0.585006 	 0.991450 	 0.735833 	 25.010939 	 24.710525 	 0.300414 
0.250000 	 34 	 0.698299 	 0.971542 	 0.812564 	 18.156858 	 17.004055 	 1.152803 
0.250000 	 35 	 0.967526 	 0.999647 	 0.983324 	 2.712847 	 2.684614 	 0.028233 
0.250000 	 36 	 0.991156 	 0.988280 	 0.989716 	 1.835488 	 0.788100 	 1.047388 
0.250000 	 37 	 0.971892 	 0.908131 	 0.938930 	 9.042440 	 2.010374 	 7.032066 
0.250000 	 38 	 0.800806 	 0.972096 	 0.878176 	 14.648600 	 13.133054 	 1.515546 
0.250000 	 39 	 0.696907 	 0.989419 	 0.817793 	 22.481874 	 21.942336 	 0.539538 
0.250000 	 40 	 0.960028 	 0.971786 	 0.965871 	 5.745731 	 3.385199 	 2.360531 
0.250000 	 41 	 0.981590 	 0.996710 	 0.989092 	 1.488980 	 1.266122 	 0.222857 
0.250000 	 42 	 0.978526 	 0.996896 	 0.987626 	 2.096375 	 1.835879 	 0.260496 
0.250000 	 43 	 0.912292 	 0.988676 	 0.948950 	 5.499185 	 4.913766 	 0.585419 
0.250000 	 44 	 0.896814 	 0.981786 	 0.937378 	 8.514922 	 7.332618 	 1.182305 
0.250000 	 45 	 0.966217 	 0.989785 	 0.977859 	 3.539186 	 2.732620 	 0.806566 
0.250000 	 46 	 0.997561 	 0.996584 	 0.997072 	 0.570612 	 0.237551 	 0.333061 
0.250000 	 47 	 0.995854 	 0.981741 	 0.988747 	 2.129718 	 0.389533 	 1.740186 
0.250000 	 48 	 0.995074 	 0.963516 	 0.979041 	 3.692245 	 0.426939 	 3.265306 
0.250000 	 49 	 0.992446 	 0.959134 	 0.975506 	 4.340454 	 0.657850 	 3.682604 
0.250000 	 50 	 0.957674 	 0.979823 	 0.968622 	 5.210962 	 3.554726 	 1.656236 
0.250000 	 51 	 0.979236 	 0.968551 	 0.973864 	 4.342941 	 1.715709 	 2.627232 
0.250000 	 52 	 0.919588 	 0.978901 	 0.948318 	 8.231960 	 6.604129 	 1.627831 
0.260000 	 1 	 0.779259 	 0.910617 	 0.839833 	 15.666801 	 11.635078 	 4.031722 
0.260000 	 2 	 0.617035 	 0.989565 	 0.760110 	 17.966172 	 17.666031 	 0.300141 
0.260000 	 3 	 0.915798 	 0.654590 	 0.763470 	 36.140461 	 5.362805 	 30.777656 
0.260000 	 4 	 0.817700 	 0.985305 	 0.893712 	 12.568366 	 11.780322 	 0.788043 
0.260000 	 5 	 0.972939 	 0.996620 	 0.984637 	 2.887218 	 2.573426 	 0.313792 
0.260000 	 6 	 0.792140 	 0.970529 	 0.872307 	 14.998330 	 13.442719 	 1.555611 
0.260000 	 7 	 0.795689 	 0.933779 	 0.859221 	 20.040034 	 15.703024 	 4.337010 
0.260000 	 8 	 0.665996 	 0.925168 	 0.774475 	 30.171086 	 25.980840 	 4.190246 
0.260000 	 9 	 0.674786 	 0.879881 	 0.763805 	 32.716538 	 25.494866 	 7.221672 
0.260000 	 10 	 0.912545 	 0.946425 	 0.929176 	 11.505462 	 7.233081 	 4.272381 
0.260000 	 11 	 0.779003 	 0.805841 	 0.792195 	 25.321761 	 13.692633 	 11.629128 
0.260000 	 12 	 0.932851 	 0.979919 	 0.955806 	 7.275046 	 5.662912 	 1.612134 
0.260000 	 13 	 0.971285 	 0.972530 	 0.971907 	 4.549368 	 2.326537 	 2.222831 
0.260000 	 14 	 0.879515 	 0.989654 	 0.931340 	 11.737919 	 10.905657 	 0.832262 
0.260000 	 15 	 0.945045 	 0.992116 	 0.968009 	 4.766531 	 4.193469 	 0.573061 
0.260000 	 16 	 0.976757 	 0.997532 	 0.987035 	 2.253878 	 2.041633 	 0.212245 
0.260000 	 17 	 0.719977 	 0.985198 	 0.831962 	 17.659542 	 17.002751 	 0.656791 
0.260000 	 18 	 0.974706 	 0.998701 	 0.986558 	 1.716158 	 1.634241 	 0.081917 
0.260000 	 19 	 0.980947 	 0.922242 	 0.950689 	 7.883468 	 1.476043 	 6.407425 
0.260000 	 20 	 0.808504 	 0.971210 	 0.882420 	 13.013377 	 11.565863 	 1.447514 
0.260000 	 21 	 0.797737 	 0.970203 	 0.875558 	 12.672082 	 11.302964 	 1.369117 
0.260000 	 22 	 0.766754 	 0.984462 	 0.862075 	 14.897329 	 14.162529 	 0.734801 
0.260000 	 23 	 0.748760 	 0.982959 	 0.850023 	 13.829039 	 13.149650 	 0.679389 
0.260000 	 24 	 0.914715 	 0.956889 	 0.935327 	 7.100168 	 4.787037 	 2.313131 
0.260000 	 25 	 0.995779 	 0.961663 	 0.978424 	 4.022052 	 0.386588 	 3.635464 
0.260000 	 26 	 0.945497 	 0.963147 	 0.954241 	 6.617932 	 3.977665 	 2.640267 
0.260000 	 27 	 0.968805 	 0.958214 	 0.963480 	 5.554661 	 2.359374 	 3.195286 
0.260000 	 28 	 0.647402 	 0.984686 	 0.781193 	 21.927283 	 21.318518 	 0.608766 
0.260000 	 29 	 0.931015 	 0.981392 	 0.955540 	 5.956717 	 4.743000 	 1.213717 
0.260000 	 30 	 0.752477 	 0.985968 	 0.853543 	 18.202604 	 17.447735 	 0.754869 
0.260000 	 31 	 0.869225 	 0.975052 	 0.919102 	 11.338750 	 9.690676 	 1.648074 
0.260000 	 32 	 0.932068 	 0.972125 	 0.951675 	 5.420412 	 3.889982 	 1.530430 
0.260000 	 33 	 0.589237 	 0.991042 	 0.739058 	 24.587667 	 24.272948 	 0.314719 
0.260000 	 34 	 0.701884 	 0.970464 	 0.814607 	 17.894056 	 16.697593 	 1.196464 
0.260000 	 35 	 0.968166 	 0.999585 	 0.983624 	 2.663024 	 2.629809 	 0.033215 
0.260000 	 36 	 0.991428 	 0.987975 	 0.989699 	 1.838047 	 0.763365 	 1.074682 
0.260000 	 37 	 0.972848 	 0.906445 	 0.938473 	 9.097624 	 1.936514 	 7.161110 
0.260000 	 38 	 0.803935 	 0.971291 	 0.879725 	 14.425009 	 12.865753 	 1.559256 
0.260000 	 39 	 0.699047 	 0.989253 	 0.819208 	 22.265043 	 21.717035 	 0.548008 
0.260000 	 40 	 0.961084 	 0.971121 	 0.966076 	 5.706093 	 3.289901 	 2.416192 
0.260000 	 41 	 0.982239 	 0.996517 	 0.989326 	 1.456327 	 1.220408 	 0.235918 
0.260000 	 42 	 0.979460 	 0.996689 	 0.987999 	 2.031872 	 1.754009 	 0.277863 
0.260000 	 43 	 0.915109 	 0.988329 	 0.950311 	 5.343016 	 4.739676 	 0.603340 
0.260000 	 44 	 0.898247 	 0.980799 	 0.937710 	 8.458345 	 7.211974 	 1.246370 
0.260000 	 45 	 0.966586 	 0.989446 	 0.977882 	 3.534166 	 2.700826 	 0.833340 
0.260000 	 46 	 0.997620 	 0.996517 	 0.997068 	 0.571429 	 0.231837 	 0.339592 
0.260000 	 47 	 0.996009 	 0.981337 	 0.988618 	 2.153500 	 0.374771 	 1.778729 
0.260000 	 48 	 0.995231 	 0.963142 	 0.978924 	 3.711837 	 0.413061 	 3.298776 
0.260000 	 49 	 0.992519 	 0.958513 	 0.975219 	 4.389624 	 0.651068 	 3.738555 
0.260000 	 50 	 0.958519 	 0.979126 	 0.968713 	 5.191615 	 3.478180 	 1.713435 
0.260000 	 51 	 0.979590 	 0.967889 	 0.973704 	 4.367259 	 1.684682 	 2.682577 
0.260000 	 52 	 0.920884 	 0.978175 	 0.948666 	 8.167582 	 6.483734 	 1.683848 
0.270000 	 1 	 0.782377 	 0.908398 	 0.840691 	 15.529020 	 11.397243 	 4.131777 
0.270000 	 2 	 0.619262 	 0.989565 	 0.761797 	 17.800348 	 17.500207 	 0.300141 
0.270000 	 3 	 0.916128 	 0.652354 	 0.762061 	 36.298578 	 5.321628 	 30.976949 
0.270000 	 4 	 0.821710 	 0.983676 	 0.895428 	 12.321367 	 11.445950 	 0.875417 
0.270000 	 5 	 0.973498 	 0.996557 	 0.984893 	 2.838239 	 2.518637 	 0.319603 
0.270000 	 6 	 0.794801 	 0.969754 	 0.873604 	 14.812124 	 13.215598 	 1.596526 
0.270000 	 7 	 0.798824 	 0.931439 	 0.860050 	 19.853044 	 15.362818 	 4.490226 
0.270000 	 8 	 0.667654 	 0.924653 	 0.775414 	 29.992339 	 25.773264 	 4.219076 
0.270000 	 9 	 0.676166 	 0.878440 	 0.764144 	 32.601617 	 25.293339 	 7.308278 
0.270000 	 10 	 0.914133 	 0.944819 	 0.929223 	 11.477839 	 7.077387 	 4.400452 
0.270000 	 11 	 0.782411 	 0.804809 	 0.793452 	 25.096528 	 13.405588 	 11.690940 
0.270000 	 12 	 0.934919 	 0.978986 	 0.956445 	 7.158225 	 5.471131 	 1.687094 
0.270000 	 13 	 0.971764 	 0.972022 	 0.971893 	 4.549368 	 2.285446 	 2.263922 
0.270000 	 14 	 0.880180 	 0.988496 	 0.931199 	 11.749994 	 10.824587 	 0.925407 
0.270000 	 15 	 0.947304 	 0.991689 	 0.968989 	 4.613878 	 4.009796 	 0.604082 
0.270000 	 16 	 0.976909 	 0.997447 	 0.987071 	 2.247347 	 2.027755 	 0.219592 
0.270000 	 17 	 0.723592 	 0.984537 	 0.834133 	 17.374346 	 16.688196 	 0.686150 
0.270000 	 18 	 0.975164 	 0.998688 	 0.986786 	 1.686668 	 1.603932 	 0.082736 
0.270000 	 19 	 0.981594 	 0.921444 	 0.950568 	 7.896955 	 1.423779 	 6.473177 
0.270000 	 20 	 0.811707 	 0.970444 	 0.884006 	 12.804674 	 11.318604 	 1.486070 
0.270000 	 21 	 0.802305 	 0.969383 	 0.877966 	 12.382348 	 10.975548 	 1.406800 
0.270000 	 22 	 0.770482 	 0.983646 	 0.864112 	 14.630586 	 13.857200 	 0.773386 
0.270000 	 23 	 0.751426 	 0.982749 	 0.851659 	 13.648929 	 12.961163 	 0.687766 
0.270000 	 24 	 0.917083 	 0.955368 	 0.935834 	 7.029461 	 4.634680 	 2.394781 
0.270000 	 25 	 0.995898 	 0.961375 	 0.978332 	 4.038266 	 0.375494 	 3.662772 
0.270000 	 26 	 0.946295 	 0.962124 	 0.954144 	 6.625512 	 3.911974 	 2.713537 
0.270000 	 27 	 0.970002 	 0.956839 	 0.963376 	 5.563138 	 2.262727 	 3.300411 
0.270000 	 28 	 0.649743 	 0.984496 	 0.782834 	 21.712917 	 21.096615 	 0.616302 
0.270000 	 29 	 0.932744 	 0.980580 	 0.956064 	 5.878494 	 4.611787 	 1.266706 
0.270000 	 30 	 0.755899 	 0.985656 	 0.855622 	 17.894940 	 17.123259 	 0.771681 
0.270000 	 31 	 0.871677 	 0.973509 	 0.919783 	 11.217178 	 9.467223 	 1.749955 
0.270000 	 32 	 0.936916 	 0.971006 	 0.953656 	 5.181386 	 3.589539 	 1.591847 
0.270000 	 33 	 0.593132 	 0.990731 	 0.742026 	 24.203103 	 23.877445 	 0.325659 
0.270000 	 34 	 0.706495 	 0.969283 	 0.817284 	 17.556528 	 16.312206 	 1.244322 
0.270000 	 35 	 0.968642 	 0.999564 	 0.983860 	 2.623996 	 2.589120 	 0.034876 
0.270000 	 36 	 0.991642 	 0.987354 	 0.989493 	 1.873870 	 0.743748 	 1.130122 
0.270000 	 37 	 0.973645 	 0.905136 	 0.938142 	 9.136677 	 1.875387 	 7.261289 
0.270000 	 38 	 0.806776 	 0.970316 	 0.881021 	 14.234199 	 12.621988 	 1.612212 
0.270000 	 39 	 0.701452 	 0.988904 	 0.820737 	 22.027883 	 21.462088 	 0.565795 
0.270000 	 40 	 0.961838 	 0.970496 	 0.966147 	 5.690070 	 3.221590 	 2.468480 
0.270000 	 41 	 0.982680 	 0.996324 	 0.989455 	 1.438367 	 1.189388 	 0.248980 
0.270000 	 42 	 0.980100 	 0.996433 	 0.988199 	 1.997139 	 1.697775 	 0.299364 
0.270000 	 43 	 0.917565 	 0.988164 	 0.951557 	 5.201355 	 4.589481 	 0.611874 
0.270000 	 44 	 0.900151 	 0.979428 	 0.938117 	 8.387623 	 7.052226 	 1.335397 
0.270000 	 45 	 0.967085 	 0.989096 	 0.977967 	 3.519106 	 2.658155 	 0.860951 
0.270000 	 46 	 0.997695 	 0.996475 	 0.997085 	 0.568163 	 0.224490 	 0.343673 
