alpha_value 	 Set_number 	 Precision 	 Recall 	 FScore 	 Error 	 sky_Error 	 cloud_Error 
0.500000 	 29 	 0.966280 	 0.953744 	 0.959971 	 5.187945 	 2.170896 	 3.017049 
0.500000 	 30 	 0.831047 	 0.973968 	 0.896849 	 12.052690 	 10.652231 	 1.400459 
0.500000 	 31 	 0.934892 	 0.930481 	 0.932681 	 8.873060 	 4.280712 	 4.592348 
0.500000 	 32 	 0.962287 	 0.956585 	 0.959427 	 4.441899 	 2.058279 	 2.383620 
0.500000 	 33 	 0.676170 	 0.975905 	 0.798847 	 17.267495 	 16.420950 	 0.846545 
0.500000 	 34 	 0.798323 	 0.935395 	 0.861440 	 12.189654 	 9.572548 	 2.617106 
0.500000 	 35 	 0.979461 	 0.997239 	 0.988270 	 1.894094 	 1.673213 	 0.220881 
0.500000 	 36 	 0.997671 	 0.973048 	 0.985206 	 2.611648 	 0.202995 	 2.408652 
0.500000 	 37 	 0.989107 	 0.847994 	 0.913131 	 12.350050 	 0.714838 	 11.635212 
0.500000 	 38 	 0.875229 	 0.933081 	 0.903229 	 10.859314 	 7.224693 	 3.634621 
0.500000 	 39 	 0.749908 	 0.977709 	 0.848789 	 17.763247 	 16.626575 	 1.136672 
0.500000 	 40 	 0.975196 	 0.958259 	 0.966653 	 5.531520 	 2.039216 	 3.492304 
0.500000 	 41 	 0.988039 	 0.992672 	 0.990350 	 1.310204 	 0.813878 	 0.496327 
0.500000 	 42 	 0.992095 	 0.991831 	 0.991963 	 1.348792 	 0.663232 	 0.685560 
0.500000 	 43 	 0.959997 	 0.976130 	 0.967996 	 3.336718 	 2.102730 	 1.233988 
0.500000 	 44 	 0.936760 	 0.943628 	 0.940181 	 7.794391 	 4.135154 	 3.659237 
0.500000 	 45 	 0.979434 	 0.982018 	 0.980724 	 3.048051 	 1.628193 	 1.419858 
0.500000 	 46 	 0.998690 	 0.995638 	 0.997162 	 0.552653 	 0.127347 	 0.425306 
0.500000 	 47 	 0.997326 	 0.975787 	 0.986439 	 2.556974 	 0.249301 	 2.307673 
0.500000 	 48 	 0.996582 	 0.954642 	 0.975161 	 4.352653 	 0.293061 	 4.059592 
0.500000 	 49 	 0.993976 	 0.950046 	 0.971515 	 5.020346 	 0.518820 	 4.501526 
0.500000 	 50 	 0.968878 	 0.966317 	 0.967596 	 5.312742 	 2.547862 	 2.764880 
0.500000 	 51 	 0.986532 	 0.950724 	 0.968297 	 5.200795 	 1.084268 	 4.116527 
0.500000 	 52 	 0.939656 	 0.963026 	 0.951197 	 7.624136 	 4.771460 	 2.852676 
0.510000 	 1 	 0.852123 	 0.877361 	 0.864558 	 12.399432 	 6.867706 	 5.531726 
0.510000 	 2 	 0.754294 	 0.964545 	 0.846561 	 10.057209 	 9.037393 	 1.019816 
0.510000 	 3 	 0.925485 	 0.613203 	 0.737655 	 38.864686 	 4.399279 	 34.465408 
0.510000 	 4 	 0.897329 	 0.934736 	 0.915651 	 9.235564 	 5.735577 	 3.499987 
0.510000 	 5 	 0.983989 	 0.991371 	 0.987666 	 2.298650 	 1.497568 	 0.801082 
0.510000 	 6 	 0.842393 	 0.956102 	 0.895653 	 11.759352 	 9.442218 	 2.317134 
0.510000 	 7 	 0.844726 	 0.910397 	 0.876333 	 16.828258 	 10.959908 	 5.868349 
0.510000 	 8 	 0.701319 	 0.908045 	 0.791405 	 26.803733 	 21.654682 	 5.149051 
0.510000 	 9 	 0.709176 	 0.843909 	 0.770698 	 30.190785 	 20.806442 	 9.384342 
0.510000 	 10 	 0.939886 	 0.904281 	 0.921740 	 12.245428 	 4.612230 	 7.633198 
0.510000 	 11 	 0.856041 	 0.778529 	 0.815447 	 21.106689 	 7.841660 	 13.265030 
0.510000 	 12 	 0.955927 	 0.965780 	 0.960829 	 6.321979 	 3.574732 	 2.747247 
0.510000 	 13 	 0.982838 	 0.952048 	 0.967198 	 5.225414 	 1.345243 	 3.880171 
0.510000 	 14 	 0.900921 	 0.967782 	 0.933156 	 11.153179 	 8.561523 	 2.591657 
0.510000 	 15 	 0.975062 	 0.981402 	 0.978222 	 3.176327 	 1.824490 	 1.351837 
0.510000 	 16 	 0.980928 	 0.994372 	 0.987604 	 2.146939 	 1.662857 	 0.484082 
0.510000 	 17 	 0.802925 	 0.971418 	 0.879171 	 11.848242 	 10.579956 	 1.268286 
0.510000 	 18 	 0.980204 	 0.998285 	 0.989162 	 1.379480 	 1.271350 	 0.108130 
0.510000 	 19 	 0.993335 	 0.887296 	 0.937326 	 9.777624 	 0.490609 	 9.287015 
0.510000 	 20 	 0.865719 	 0.950723 	 0.906232 	 9.892044 	 7.414423 	 2.477621 
0.510000 	 21 	 0.889743 	 0.925627 	 0.907330 	 8.687824 	 5.270474 	 3.417351 
0.510000 	 22 	 0.849205 	 0.964011 	 0.902974 	 9.797343 	 8.095390 	 1.701953 
0.510000 	 23 	 0.808605 	 0.974176 	 0.883702 	 10.222665 	 9.193111 	 1.029555 
0.510000 	 24 	 0.955783 	 0.914234 	 0.934547 	 6.871212 	 2.269360 	 4.601852 
0.510000 	 25 	 0.997552 	 0.953555 	 0.975058 	 4.626256 	 0.221883 	 4.404373 
0.510000 	 26 	 0.967035 	 0.931067 	 0.948710 	 7.212518 	 2.273914 	 4.938604 
0.510000 	 27 	 0.987292 	 0.921617 	 0.953325 	 6.900937 	 0.907126 	 5.993811 
0.510000 	 28 	 0.703237 	 0.975143 	 0.817165 	 17.346050 	 16.357957 	 0.988093 
0.510000 	 29 	 0.966077 	 0.954105 	 0.960054 	 5.178693 	 2.185195 	 2.993498 
0.510000 	 30 	 0.830773 	 0.974139 	 0.896762 	 12.066139 	 10.674927 	 1.391212 
0.510000 	 31 	 0.934096 	 0.931142 	 0.932617 	 8.888470 	 4.339786 	 4.548685 
0.510000 	 32 	 0.962071 	 0.956676 	 0.959366 	 4.449369 	 2.070728 	 2.378640 
0.510000 	 33 	 0.676029 	 0.975977 	 0.798773 	 17.276751 	 16.432731 	 0.844020 
0.510000 	 34 	 0.798291 	 0.935291 	 0.861378 	 12.194692 	 9.573387 	 2.621305 
0.510000 	 35 	 0.972834 	 0.027502 	 0.053492 	 77.873733 	 0.061448 	 77.812285 
0.510000 	 36 	 0.997624 	 0.973602 	 0.985466 	 2.566443 	 0.207260 	 2.359183 
0.510000 	 37 	 0.988823 	 0.849769 	 0.914038 	 12.234589 	 0.735213 	 11.499376 
0.510000 	 38 	 0.875024 	 0.933390 	 0.903265 	 10.858473 	 7.240663 	 3.617810 
0.510000 	 39 	 0.748177 	 0.978274 	 0.847892 	 17.897920 	 16.790046 	 1.107874 
0.510000 	 40 	 0.974668 	 0.958742 	 0.966640 	 5.536580 	 2.084756 	 3.451824 
0.510000 	 41 	 0.988005 	 0.992732 	 0.990363 	 1.308571 	 0.816327 	 0.492245 
0.510000 	 42 	 0.991930 	 0.992038 	 0.991984 	 1.345484 	 0.677291 	 0.668194 
0.510000 	 43 	 0.959182 	 0.977153 	 0.968084 	 3.330745 	 2.149666 	 1.181079 
0.510000 	 44 	 0.936498 	 0.943820 	 0.940145 	 7.801047 	 4.154290 	 3.646756 
0.510000 	 45 	 0.979004 	 0.982219 	 0.980609 	 3.067295 	 1.663334 	 1.403961 
0.510000 	 46 	 0.998656 	 0.995646 	 0.997149 	 0.555102 	 0.130612 	 0.424490 
0.510000 	 47 	 0.997309 	 0.975950 	 0.986514 	 2.543033 	 0.250941 	 2.292092 
0.510000 	 48 	 0.996573 	 0.954751 	 0.975214 	 4.343673 	 0.293878 	 4.049796 
0.510000 	 49 	 0.993949 	 0.950310 	 0.971639 	 4.999152 	 0.521363 	 4.477789 
0.510000 	 50 	 0.968731 	 0.966686 	 0.967707 	 5.295919 	 2.561320 	 2.734598 
0.510000 	 51 	 0.986467 	 0.951206 	 0.968515 	 5.166414 	 1.090138 	 4.076276 
0.510000 	 52 	 0.939337 	 0.963340 	 0.951187 	 7.628316 	 4.799886 	 2.828430 
0.520000 	 1 	 0.851922 	 0.877743 	 0.864640 	 12.396152 	 6.881648 	 5.514504 
0.520000 	 2 	 0.754294 	 0.964545 	 0.846561 	 10.057209 	 9.037393 	 1.019816 
0.520000 	 3 	 0.925496 	 0.613305 	 0.737732 	 38.855628 	 4.399279 	 34.456349 
0.520000 	 4 	 0.896697 	 0.935300 	 0.915592 	 9.248166 	 5.778424 	 3.469743 
0.520000 	 5 	 0.983865 	 0.991774 	 0.987803 	 2.273746 	 1.510020 	 0.763726 
0.520000 	 6 	 0.842112 	 0.956276 	 0.895570 	 11.771877 	 9.463928 	 2.307949 
0.520000 	 7 	 0.844716 	 0.910397 	 0.876327 	 16.829081 	 10.960732 	 5.868349 
0.520000 	 8 	 0.700856 	 0.908486 	 0.791277 	 26.837505 	 21.713165 	 5.124340 
0.520000 	 9 	 0.708487 	 0.844463 	 0.770522 	 30.240750 	 20.889718 	 9.351032 
0.520000 	 10 	 0.939184 	 0.905666 	 0.922121 	 12.199389 	 4.676684 	 7.522705 
0.520000 	 11 	 0.855550 	 0.778783 	 0.815364 	 21.125318 	 7.875529 	 13.249788 
0.520000 	 12 	 0.955503 	 0.966035 	 0.960740 	 6.338529 	 3.611725 	 2.726804 
0.520000 	 13 	 0.982747 	 0.952471 	 0.967372 	 5.198998 	 1.353070 	 3.845928 
0.520000 	 14 	 0.900430 	 0.968393 	 0.933176 	 11.156629 	 8.614132 	 2.542497 
0.520000 	 15 	 0.974944 	 0.981492 	 0.978207 	 3.178776 	 1.833469 	 1.345306 
0.520000 	 16 	 0.980820 	 0.994505 	 0.987615 	 2.145306 	 1.672653 	 0.472653 
0.520000 	 17 	 0.802665 	 0.971437 	 0.879023 	 11.865018 	 10.597571 	 1.267447 
0.520000 	 18 	 0.980167 	 0.998298 	 0.989149 	 1.381118 	 1.273807 	 0.107311 
0.520000 	 19 	 0.993132 	 0.887521 	 0.937361 	 9.774252 	 0.505783 	 9.268470 
0.520000 	 20 	 0.864781 	 0.951206 	 0.905937 	 9.931438 	 7.478124 	 2.453314 
0.520000 	 21 	 0.889148 	 0.925882 	 0.907143 	 8.709596 	 5.303969 	 3.405627 
0.520000 	 22 	 0.848945 	 0.964047 	 0.902842 	 9.812441 	 8.112166 	 1.700275 
0.520000 	 23 	 0.808341 	 0.974197 	 0.883553 	 10.237744 	 9.209027 	 1.028717 
0.520000 	 24 	 0.955767 	 0.914234 	 0.934539 	 6.872054 	 2.270202 	 4.601852 
0.520000 	 25 	 0.997515 	 0.953798 	 0.975167 	 4.606627 	 0.225296 	 4.381331 
0.520000 	 26 	 0.966819 	 0.931326 	 0.948741 	 7.209992 	 2.289916 	 4.920076 
0.520000 	 27 	 0.987041 	 0.922160 	 0.953498 	 6.878047 	 0.925777 	 5.952270 
0.520000 	 28 	 0.702952 	 0.975206 	 0.816995 	 17.366984 	 16.381404 	 0.985581 
0.520000 	 29 	 0.965678 	 0.954595 	 0.960105 	 5.174488 	 2.212951 	 2.961536 
0.520000 	 30 	 0.830282 	 0.974343 	 0.896562 	 12.094720 	 10.714436 	 1.380284 
0.520000 	 31 	 0.933545 	 0.931622 	 0.932583 	 8.897888 	 4.380881 	 4.517007 
0.520000 	 32 	 0.961495 	 0.957265 	 0.959375 	 4.451029 	 2.104756 	 2.346272 
0.520000 	 33 	 0.675793 	 0.976073 	 0.798640 	 17.292740 	 16.452085 	 0.840654 
0.520000 	 34 	 0.798467 	 0.934918 	 0.861322 	 12.195532 	 9.559114 	 2.636418 
0.520000 	 35 	 0.979115 	 0.997385 	 0.988165 	 1.911531 	 1.702276 	 0.209255 
0.520000 	 36 	 0.997421 	 0.974279 	 0.985714 	 2.523797 	 0.225171 	 2.298625 
0.520000 	 37 	 0.988722 	 0.850834 	 0.914610 	 12.160728 	 0.742854 	 11.417874 
0.520000 	 38 	 0.874578 	 0.933591 	 0.903121 	 10.878647 	 7.271764 	 3.606883 
0.520000 	 39 	 0.747680 	 0.978357 	 0.847604 	 17.939423 	 16.835784 	 1.103639 
0.520000 	 40 	 0.974336 	 0.959025 	 0.966620 	 5.541640 	 2.113430 	 3.428210 
0.520000 	 41 	 0.987946 	 0.992768 	 0.990351 	 1.310204 	 0.820408 	 0.489796 
0.520000 	 42 	 0.991687 	 0.992235 	 0.991961 	 1.349619 	 0.697965 	 0.651654 
0.520000 	 43 	 0.957922 	 0.977830 	 0.967774 	 3.366587 	 2.220496 	 1.146090 
0.520000 	 44 	 0.936380 	 0.944038 	 0.940194 	 7.796055 	 4.163443 	 3.632612 
0.520000 	 45 	 0.978534 	 0.982495 	 0.980511 	 3.084028 	 1.701821 	 1.382207 
0.520000 	 46 	 0.998656 	 0.995672 	 0.997162 	 0.552653 	 0.130612 	 0.422041 
0.520000 	 47 	 0.997283 	 0.975993 	 0.986523 	 2.541393 	 0.253401 	 2.287992 
0.520000 	 48 	 0.996554 	 0.954943 	 0.975305 	 4.328163 	 0.295510 	 4.032653 
0.520000 	 49 	 0.993940 	 0.950516 	 0.971743 	 4.981350 	 0.522211 	 4.459139 
0.520000 	 50 	 0.968539 	 0.966911 	 0.967724 	 5.294236 	 2.578143 	 2.716093 
0.520000 	 51 	 0.986328 	 0.951517 	 0.968609 	 5.152158 	 1.101878 	 4.050281 
0.520000 	 52 	 0.939001 	 0.964033 	 0.951353 	 7.606578 	 4.831657 	 2.774921 
0.530000 	 1 	 0.851919 	 0.877725 	 0.864630 	 12.396972 	 6.881648 	 5.515324 
0.530000 	 2 	 0.761572 	 0.961317 	 0.849866 	 9.769505 	 8.656828 	 1.112677 
0.530000 	 3 	 0.925499 	 0.613333 	 0.737753 	 38.853157 	 4.399279 	 34.453878 
0.530000 	 4 	 0.896272 	 0.936036 	 0.915723 	 9.239765 	 5.809509 	 3.430256 
0.530000 	 5 	 0.983626 	 0.992149 	 0.987869 	 2.262124 	 1.533264 	 0.728861 
0.530000 	 6 	 0.842217 	 0.957115 	 0.895997 	 11.728457 	 9.464763 	 2.263694 
0.530000 	 7 	 0.844631 	 0.910560 	 0.876357 	 16.827434 	 10.969793 	 5.857641 
0.530000 	 8 	 0.700050 	 0.908678 	 0.790836 	 26.914935 	 21.801303 	 5.113632 
0.530000 	 9 	 0.707888 	 0.844906 	 0.770352 	 30.285719 	 20.961335 	 9.324384 
0.530000 	 10 	 0.800774 	 0.912080 	 0.852810 	 25.106935 	 18.095677 	 7.011259 
0.530000 	 11 	 0.855554 	 0.778811 	 0.815381 	 21.123624 	 7.875529 	 13.248095 
0.530000 	 12 	 0.953956 	 0.966241 	 0.960059 	 6.454376 	 3.744122 	 2.710254 
0.530000 	 13 	 0.982703 	 0.952749 	 0.967494 	 5.180409 	 1.356984 	 3.823426 
0.530000 	 14 	 0.899447 	 0.969101 	 0.932976 	 11.200614 	 8.715039 	 2.485576 
0.530000 	 15 	 0.974783 	 0.981570 	 0.978165 	 3.185306 	 1.845714 	 1.339592 
0.530000 	 16 	 0.980703 	 0.994628 	 0.987616 	 2.145306 	 1.683265 	 0.462041 
0.530000 	 17 	 0.802427 	 0.971437 	 0.878880 	 11.880956 	 10.613508 	 1.267447 
0.530000 	 18 	 0.980104 	 0.998298 	 0.989117 	 1.385214 	 1.277903 	 0.107311 
0.530000 	 19 	 0.992910 	 0.888299 	 0.937696 	 9.727046 	 0.522642 	 9.204404 
0.530000 	 20 	 0.863953 	 0.951706 	 0.905709 	 9.963288 	 7.535119 	 2.428169 
0.530000 	 21 	 0.888545 	 0.926356 	 0.907057 	 8.722994 	 5.339139 	 3.383855 
0.530000 	 22 	 0.848706 	 0.964047 	 0.902707 	 9.827540 	 8.127265 	 1.700275 
0.530000 	 23 	 0.807917 	 0.974281 	 0.883335 	 10.260363 	 9.234996 	 1.025366 
0.530000 	 24 	 0.955590 	 0.914469 	 0.934577 	 6.869529 	 2.280303 	 4.589226 
0.530000 	 25 	 0.997413 	 0.954095 	 0.975273 	 4.587853 	 0.234684 	 4.353169 
0.530000 	 26 	 0.966570 	 0.931949 	 0.948943 	 7.184726 	 2.309286 	 4.875440 
0.530000 	 27 	 0.986821 	 0.923158 	 0.953929 	 6.818702 	 0.942732 	 5.875970 
0.530000 	 28 	 0.702354 	 0.975354 	 0.816643 	 17.410527 	 16.430808 	 0.979719 
0.530000 	 29 	 0.965337 	 0.954905 	 0.960092 	 5.177852 	 2.236502 	 2.941350 
0.530000 	 30 	 0.829589 	 0.974436 	 0.896197 	 12.143476 	 10.768235 	 1.375241 
0.530000 	 31 	 0.932874 	 0.932270 	 0.932572 	 8.905593 	 4.431393 	 4.474200 
0.530000 	 32 	 0.961199 	 0.957552 	 0.959372 	 4.452689 	 2.122185 	 2.330503 
0.530000 	 33 	 0.675664 	 0.976097 	 0.798558 	 17.301996 	 16.462183 	 0.839813 
0.530000 	 34 	 0.798640 	 0.934856 	 0.861396 	 12.187135 	 9.548199 	 2.638937 
0.530000 	 35 	 0.978965 	 0.997385 	 0.988089 	 1.923987 	 1.714732 	 0.209255 
0.530000 	 36 	 0.997402 	 0.974756 	 0.985949 	 2.482856 	 0.226877 	 2.255979 
0.530000 	 37 	 0.988585 	 0.851976 	 0.915211 	 12.083471 	 0.753041 	 11.330430 
0.530000 	 38 	 0.879756 	 0.929289 	 0.903844 	 10.739113 	 6.898552 	 3.840561 
0.530000 	 39 	 0.747131 	 0.978506 	 0.847307 	 17.983467 	 16.887451 	 1.096016 
0.530000 	 40 	 0.973868 	 0.959418 	 0.966589 	 5.549230 	 2.153911 	 3.395319 
0.530000 	 41 	 0.987840 	 0.992829 	 0.990328 	 1.313469 	 0.827755 	 0.485714 
0.530000 	 42 	 0.991299 	 0.992481 	 0.991890 	 1.362024 	 0.731044 	 0.630980 
0.530000 	 43 	 0.956772 	 0.978441 	 0.967485 	 3.399869 	 2.285353 	 1.114515 
0.530000 	 44 	 0.936122 	 0.944461 	 0.940273 	 7.788566 	 4.183411 	 3.605155 
0.530000 	 45 	 0.978241 	 0.982802 	 0.980517 	 3.084028 	 1.726085 	 1.357943 
0.530000 	 46 	 0.998631 	 0.995672 	 0.997149 	 0.555102 	 0.133061 	 0.422041 
0.530000 	 47 	 0.997257 	 0.976148 	 0.986590 	 2.529092 	 0.255861 	 2.273230 
0.530000 	 48 	 0.996517 	 0.955225 	 0.975435 	 4.306122 	 0.298776 	 4.007347 
0.530000 	 49 	 0.993902 	 0.950667 	 0.971804 	 4.971177 	 0.525602 	 4.445575 
0.530000 	 50 	 0.968318 	 0.967167 	 0.967743 	 5.292554 	 2.597490 	 2.695064 
0.530000 	 51 	 0.986240 	 0.951848 	 0.968739 	 5.132032 	 1.109425 	 4.022608 
0.530000 	 52 	 0.938687 	 0.964250 	 0.951297 	 7.617447 	 4.859247 	 2.758200 
0.540000 	 1 	 0.851841 	 0.878125 	 0.864784 	 12.386311 	 6.889029 	 5.497281 
0.540000 	 2 	 0.775534 	 0.958867 	 0.857511 	 9.165907 	 7.982754 	 1.183152 
0.540000 	 3 	 0.925514 	 0.613924 	 0.738186 	 38.803745 	 4.402573 	 34.401173 
0.540000 	 4 	 0.895493 	 0.936303 	 0.915443 	 9.275891 	 5.859916 	 3.415974 
0.540000 	 5 	 0.983168 	 0.992382 	 0.987754 	 2.284538 	 1.577261 	 0.707277 
0.540000 	 6 	 0.842221 	 0.957146 	 0.896014 	 11.726787 	 9.464763 	 2.262024 
0.540000 	 7 	 0.843952 	 0.910699 	 0.876056 	 16.876859 	 11.028279 	 5.848579 
0.540000 	 8 	 0.699518 	 0.908913 	 0.790585 	 26.962710 	 21.862258 	 5.100452 
0.540000 	 9 	 0.707292 	 0.846458 	 0.770642 	 30.291548 	 21.060433 	 9.231115 
0.540000 	 10 	 0.937925 	 0.908458 	 0.922956 	 12.094756 	 4.794710 	 7.300046 
0.540000 	 11 	 0.855349 	 0.779023 	 0.815404 	 21.126164 	 7.890771 	 13.235394 
0.540000 	 12 	 0.953579 	 0.966471 	 0.959982 	 6.468979 	 3.777222 	 2.691757 
0.540000 	 13 	 0.982573 	 0.953040 	 0.967581 	 5.167691 	 1.367745 	 3.799945 
0.540000 	 14 	 0.898494 	 0.970001 	 0.932880 	 11.228212 	 8.815082 	 2.413130 
0.540000 	 15 	 0.974571 	 0.981773 	 0.978158 	 3.186939 	 1.862041 	 1.324898 
0.540000 	 16 	 0.980623 	 0.994780 	 0.987651 	 2.139592 	 1.690612 	 0.448980 
0.540000 	 17 	 0.802489 	 0.971437 	 0.878918 	 11.876762 	 10.609314 	 1.267447 
0.540000 	 18 	 0.980004 	 0.998311 	 0.989073 	 1.390948 	 1.284456 	 0.106492 
0.540000 	 19 	 0.992745 	 0.888943 	 0.937981 	 9.686583 	 0.535287 	 9.151296 
0.540000 	 20 	 0.863393 	 0.952356 	 0.905695 	 9.971670 	 7.576189 	 2.395481 
0.540000 	 21 	 0.887429 	 0.926647 	 0.906614 	 8.771563 	 5.401105 	 3.370457 
0.540000 	 22 	 0.848773 	 0.964047 	 0.902745 	 9.823346 	 8.123071 	 1.700275 
0.540000 	 23 	 0.807727 	 0.974323 	 0.883238 	 10.270415 	 9.246725 	 1.023691 
0.540000 	 24 	 0.955353 	 0.914751 	 0.934611 	 6.867845 	 2.293771 	 4.574074 
0.540000 	 25 	 0.997385 	 0.954356 	 0.975396 	 4.565664 	 0.237244 	 4.328421 
0.540000 	 26 	 0.966507 	 0.932195 	 0.949041 	 7.172093 	 2.314339 	 4.857754 
0.540000 	 27 	 0.986460 	 0.924012 	 0.954215 	 6.780552 	 0.969861 	 5.810691 
0.540000 	 28 	 0.702003 	 0.975354 	 0.816405 	 17.438160 	 16.458441 	 0.979719 
0.540000 	 29 	 0.965111 	 0.955279 	 0.960170 	 5.169441 	 2.252483 	 2.916958 
0.540000 	 30 	 0.828988 	 0.974702 	 0.895959 	 12.177941 	 10.816990 	 1.360950 
0.540000 	 31 	 0.931954 	 0.932957 	 0.932455 	 8.928709 	 4.499884 	 4.428825 
0.540000 	 32 	 0.960984 	 0.957643 	 0.959311 	 4.460158 	 2.134635 	 2.325523 
0.540000 	 33 	 0.675523 	 0.976121 	 0.798468 	 17.312094 	 16.473123 	 0.838971 
0.540000 	 34 	 0.798675 	 0.934815 	 0.861399 	 12.186296 	 9.545680 	 2.640616 
0.540000 	 35 	 0.978776 	 0.997395 	 0.987998 	 1.938934 	 1.730509 	 0.208425 
0.540000 	 36 	 0.997287 	 0.975253 	 0.986147 	 2.448739 	 0.237112 	 2.211627 
0.540000 	 37 	 0.988384 	 0.853140 	 0.915796 	 12.008761 	 0.767474 	 11.241287 
0.540000 	 38 	 0.879501 	 0.929536 	 0.903827 	 10.744156 	 6.917044 	 3.827112 
0.540000 	 39 	 0.746355 	 0.978606 	 0.846845 	 18.049532 	 16.958599 	 1.090934 
0.540000 	 40 	 0.973483 	 0.959932 	 0.966660 	 5.539954 	 2.187645 	 3.352309 
0.540000 	 41 	 0.987757 	 0.992865 	 0.990304 	 1.316735 	 0.833469 	 0.483265 
0.540000 	 42 	 0.991163 	 0.992589 	 0.991876 	 1.364505 	 0.742621 	 0.621883 
0.540000 	 43 	 0.956002 	 0.978854 	 0.967293 	 3.422056 	 2.328876 	 1.093181 
0.540000 	 44 	 0.935868 	 0.944589 	 0.940208 	 7.798551 	 4.201716 	 3.596835 
0.540000 	 45 	 0.978009 	 0.983004 	 0.980500 	 3.087375 	 1.745329 	 1.342046 
0.540000 	 46 	 0.998589 	 0.995680 	 0.997133 	 0.558367 	 0.137143 	 0.421224 
0.540000 	 47 	 0.997188 	 0.976372 	 0.986670 	 2.514331 	 0.262422 	 2.251909 
0.540000 	 48 	 0.996480 	 0.955417 	 0.975517 	 4.292245 	 0.302041 	 3.990204 
0.540000 	 49 	 0.993874 	 0.950789 	 0.971854 	 4.962699 	 0.528145 	 4.434554 
0.540000 	 50 	 0.968020 	 0.967475 	 0.967748 	 5.293395 	 2.623566 	 2.669829 
0.540000 	 51 	 0.986133 	 0.952229 	 0.968885 	 5.109391 	 1.118649 	 3.990742 
0.540000 	 52 	 0.938391 	 0.964597 	 0.951314 	 7.617447 	 4.886002 	 2.731445 
0.550000 	 1 	 0.851820 	 0.877871 	 0.864649 	 12.396972 	 6.888209 	 5.508763 
0.550000 	 2 	 0.775553 	 0.958867 	 0.857522 	 9.165078 	 7.981925 	 1.183152 
0.550000 	 3 	 0.925570 	 0.614423 	 0.738564 	 38.759275 	 4.402573 	 34.356702 
0.550000 	 4 	 0.895330 	 0.936820 	 0.915605 	 9.261609 	 5.873359 	 3.388250 
0.550000 	 5 	 0.982919 	 0.992569 	 0.987721 	 2.291179 	 1.601335 	 0.689844 
0.550000 	 6 	 0.842209 	 0.957146 	 0.896007 	 11.727622 	 9.465598 	 2.262024 
0.550000 	 7 	 0.843659 	 0.910849 	 0.875968 	 16.893333 	 11.054639 	 5.838695 
0.550000 	 8 	 0.698860 	 0.909045 	 0.790215 	 27.026960 	 21.933921 	 5.093039 
0.550000 	 9 	 0.706414 	 0.847344 	 0.770487 	 30.349841 	 21.172023 	 9.177819 
0.550000 	 10 	 0.937542 	 0.909455 	 0.923285 	 12.052065 	 4.831541 	 7.220525 
0.550000 	 11 	 0.855314 	 0.779052 	 0.815403 	 21.127011 	 7.893311 	 13.233700 
0.550000 	 12 	 0.953118 	 0.966872 	 0.959946 	 6.477741 	 3.818109 	 2.659631 
0.550000 	 13 	 0.982393 	 0.953233 	 0.967593 	 5.166712 	 1.382421 	 3.784291 
0.550000 	 14 	 0.897871 	 0.970859 	 0.932940 	 11.227350 	 8.883216 	 2.344134 
0.550000 	 15 	 0.974301 	 0.981840 	 0.978056 	 3.202449 	 1.882449 	 1.320000 
0.550000 	 16 	 0.980515 	 0.994865 	 0.987638 	 2.142041 	 1.700408 	 0.441633 
0.550000 	 17 	 0.802276 	 0.971437 	 0.878790 	 11.891021 	 10.623574 	 1.267447 
0.550000 	 18 	 0.979929 	 0.998311 	 0.989035 	 1.395863 	 1.289371 	 0.106492 
0.550000 	 19 	 0.992325 	 0.890110 	 0.938442 	 9.622517 	 0.567320 	 9.055198 
0.550000 	 20 	 0.864833 	 0.950989 	 0.905867 	 9.937305 	 7.473095 	 2.464210 
0.550000 	 21 	 0.887127 	 0.926866 	 0.906561 	 8.779099 	 5.418690 	 3.360409 
0.550000 	 22 	 0.848596 	 0.964118 	 0.902676 	 9.831734 	 8.134814 	 1.696920 
0.550000 	 23 	 0.807281 	 0.974344 	 0.882980 	 10.296384 	 9.273531 	 1.022853 
0.550000 	 24 	 0.955263 	 0.915175 	 0.934789 	 6.851010 	 2.299663 	 4.551347 
0.550000 	 25 	 0.997302 	 0.954590 	 0.975479 	 4.551157 	 0.244924 	 4.306232 
0.550000 	 26 	 0.966352 	 0.932478 	 0.949113 	 7.163671 	 2.326130 	 4.837541 
0.550000 	 27 	 0.985956 	 0.924688 	 0.954340 	 6.766140 	 1.007164 	 5.758976 
0.550000 	 28 	 0.701671 	 0.975396 	 0.816196 	 17.463281 	 16.485237 	 0.978044 
0.550000 	 29 	 0.964776 	 0.955756 	 0.960245 	 5.161871 	 2.276034 	 2.885837 
0.550000 	 30 	 0.826869 	 0.975014 	 0.894852 	 12.326729 	 10.982591 	 1.344138 
0.550000 	 31 	 0.931150 	 0.933708 	 0.932427 	 8.939839 	 4.560671 	 4.379168 
0.550000 	 32 	 0.960644 	 0.957885 	 0.959262 	 4.466798 	 2.154554 	 2.312244 
0.550000 	 33 	 0.675159 	 0.976241 	 0.798253 	 17.337339 	 16.502575 	 0.834764 
0.550000 	 34 	 0.798831 	 0.934732 	 0.861454 	 12.179579 	 9.535604 	 2.643974 
0.550000 	 35 	 0.978578 	 0.997468 	 0.987933 	 1.949729 	 1.747117 	 0.202612 
0.550000 	 36 	 0.997181 	 0.975816 	 0.986383 	 2.407799 	 0.246494 	 2.161305 
